iter	Passed	Remaining
633	368	608
634	369	607
635	369	607
636	370	606
637	371	605
638	371	605
639	372	604
640	372	604
641	373	603
642	374	603
643	375	603
644	375	602
645	376	602
646	376	601
647	377	601
648	378	601
649	379	600
650	379	599
651	380	599
652	380	598
653	381	598
654	381	597
655	382	597
656	383	596
657	383	595
658	384	595
659	384	594
660	385	594
661	385	593
662	386	592
663	387	592
664	387	591
665	388	590
666	388	590
667	389	589
668	389	589
669	390	588
670	390	587
671	391	587
672	392	586
673	392	586
674	393	585
675	393	584
676	394	584
677	394	583
678	395	582
679	396	583
680	397	582
681	397	582
682	398	581
683	398	580
684	399	580
685	400	579
686	400	579
687	401	578
688	401	577
689	402	577
690	402	576
691	403	575
692	403	575
693	405	575
694	405	575
695	406	574
696	406	573
697	407	572
698	407	572
699	409	573
700	410	572
701	410	572
702	411	571
703	411	571
704	412	570
705	413	569
706	413	569
707	414	568
708	414	568
709	415	567
710	415	566
711	416	566
712	417	565
713	417	565
714	418	564
715	418	563
716	419	563
717	419	562
718	420	562
719	421	562
720	422	561
721	422	560
722	423	560
723	423	559
724	424	558
725	424	557
726	425	557
727	425	556
728	426	555
729	426	555
730	427	554
731	427	553
732	428	553
733	428	552
734	429	551
735	430	552
736	431	551
737	431	550
738	432	550
739	432	549
740	433	549
741	433	548
742	434	547
743	435	547
744	435	546
745	436	547
746	437	546
747	437	545
748	438	545
749	439	544
750	439	543
751	440	543
752	440	542
753	441	542
754	442	542
755	443	541
756	443	541
757	444	540
758	444	539
759	445	539
760	446	538
761	446	538
762	447	537
763	447	536
764	448	535
765	448	535
766	449	534
767	449	533
768	450	533
769	450	532
770	451	531
771	451	531
772	452	530
773	452	529
774	453	529
775	453	528
776	454	527
777	454	527
778	455	527
779	456	526
780	456	525
781	457	525
782	457	524
783	458	524
784	459	523
785	459	522
786	460	522
787	460	521
788	461	520
789	461	520
790	462	519
791	462	518
792	463	518
793	464	517
794	464	517
795	465	517
796	466	516
797	466	516
798	467	515
799	467	514
800	468	514
801	469	513
802	469	513
803	470	512
804	470	511
805	471	511
806	471	510
807	472	509
808	474	510
809	474	509
810	475	509
811	475	508
812	476	507
813	476	507
814	477	506
815	477	505
816	478	505
817	479	505
818	480	504
819	480	503
820	480	503
821	481	502
822	482	501
823	482	501
824	483	500
825	483	499
826	484	499
827	484	498
828	485	498
829	485	497
830	486	497
831	487	496
832	487	495
833	488	495
834	488	494
835	489	494
836	489	493
837	490	492
838	491	492
839	492	492
840	492	491
841	493	490
842	493	490
843	494	489
844	494	488
845	495	488
846	495	487
847	496	487
848	497	486
849	497	485
850	498	485
851	498	484
852	499	483
853	499	483
854	500	482
855	500	482
856	501	481
857	501	480
858	502	480
859	502	479
860	503	479
861	504	478
862	504	477
863	505	477
864	506	477
865	507	476
866	507	476
867	508	475
868	508	474
869	509	474
870	509	473
871	510	472
872	510	472
873	511	471
874	511	471
875	512	470
876	513	469
877	513	469
878	514	468
879	514	467
880	515	467
881	515	466
882	516	465
883	516	465
884	516	464
885	517	463
886	517	463
887	518	462
888	519	461
889	519	461
890	519	460
891	520	459
892	521	459
893	521	458
894	522	458
895	522	457
896	523	456
897	524	456
898	524	455
899	525	455
900	525	454
901	526	454
902	526	453
903	527	452
904	528	452
905	528	451
906	529	450
907	529	450
908	530	449
909	530	448
910	531	448
911	532	448
912	532	447
913	533	447
914	533	446
915	534	445
916	535	445
917	535	444
918	536	443
919	536	443
920	537	442
921	537	442
922	538	441
923	538	440
924	539	440
925	539	439
926	540	438
927	540	438
928	541	437
929	541	436
930	542	436
931	543	435
932	543	435
933	544	434
934	544	433
935	545	433
936	546	433
937	546	432
938	547	431
939	547	431
940	548	430
941	548	429
942	549	429
943	549	428
944	550	427
945	550	427
946	551	426
947	551	426
948	552	425
949	552	424
950	553	424
951	554	424
952	555	423
953	555	422
954	556	422
955	556	421
956	557	420
957	557	420
958	558	419
959	558	419
960	559	418
961	559	417
962	560	417
963	560	416
964	561	415
965	561	415
966	562	414
967	562	413
968	563	413
969	563	412
970	564	412
971	565	411
972	565	410
973	566	410
974	566	409
975	567	409
976	567	408
977	568	407
978	568	407
979	569	406
980	569	406
981	570	405
982	570	404
983	571	404
984	571	403
985	572	402
986	572	402
987	573	401
988	574	401
989	574	400
990	575	399
991	576	399
992	577	399
993	577	398
994	578	398
995	578	397
996	579	396
997	580	396
998	580	395
999	581	395
1000	581	394
1001	582	394
1002	582	393
1003	583	392
1004	584	392
1005	584	391
1006	585	391
1007	585	390
1008	586	389
1009	586	389
1010	587	388
1011	587	387
1012	588	387
1013	588	386
1014	589	386
1015	590	385
1016	590	385
1017	591	384
1018	591	383
1019	592	383
1020	592	382
1021	593	382
1022	593	381
1023	594	380
1024	594	380
1025	595	379
1026	596	379
1027	597	378
1028	597	378
1029	598	377
1030	598	376
1031	599	376
1032	599	375
1033	600	375
1034	601	375
1035	602	374
1036	603	374
1037	603	373
1038	604	372
1039	605	372
1040	605	371
1041	606	371
1042	606	370
1043	607	369
1044	607	369
1045	608	368
1046	608	368
1047	609	367
1048	609	366
1049	610	366
1050	610	365
1051	611	364
1052	611	364
1053	612	363
1054	612	363
1055	613	362
1056	613	361
1057	614	361
1058	614	360
1059	615	359
1060	615	359
1061	616	358
1062	616	358
1063	618	357
1064	618	357
1065	619	356
1066	620	356
1067	620	355
1068	621	355
1069	621	354
1070	623	354
1071	623	353
1072	624	353
1073	624	352
1074	625	351
1075	625	351
1076	626	351
1077	627	350
1078	627	349
1079	628	349
1080	628	348
1081	629	347
1082	629	347
1083	630	346
1084	631	346
1085	631	345
1086	632	345
1087	633	344
1088	633	344
1089	634	343
1090	635	343
1091	636	342
1092	636	342
1093	637	341
1094	637	340
1095	639	340
1096	639	339
1097	640	339
1098	640	338
1099	641	337
1100	641	337
1101	642	336
1102	642	336
1103	643	335
1104	643	334
1105	644	334
1106	644	333
1107	645	333
1108	645	332
1109	646	331
1110	646	331
1111	647	330
1112	647	329
1113	648	329
1114	648	328
1115	649	328
1116	650	327
1117	650	327
1118	651	326
1119	652	326
1120	652	325
1121	653	324
1122	653	324
1123	654	323
1124	655	323
1125	655	322
1126	656	321
1127	656	321
1128	657	320
1129	657	320
1130	658	319
1131	658	318
1132	659	318
1133	659	317
1134	660	316
1135	660	316
1136	661	315
1137	661	315
1138	662	314
1139	662	313
1140	663	313
1141	663	312
1142	664	312
1143	665	311
1144	665	310
1145	666	310
1146	666	309
1147	667	309
1148	667	308
1149	668	307
1150	668	307
1151	669	306
1152	669	306
1153	670	305
1154	670	304
1155	671	304
1156	672	303
1157	672	303
1158	673	302
1159	673	301
1160	674	301
1161	674	300
1162	675	300
1163	675	299
1164	676	298
1165	676	298
1166	677	297
1167	677	297
1168	678	296
1169	678	295
1170	679	295
1171	680	294
1172	680	294
1173	681	293
1174	682	293
1175	682	292
1176	683	292
1177	683	291
1178	684	290
1179	684	290
1180	685	289
1181	686	289
1182	686	288
1183	687	287
1184	687	287
1185	688	286
1186	688	286
1187	689	285
1188	689	284
1189	690	284
1190	690	283
1191	691	283
1192	691	282
1193	692	281
1194	692	281
1195	693	280
1196	693	279
1197	694	279
1198	694	278
1199	695	278
1200	696	277
1201	696	277
1202	697	276
1203	697	275
1204	698	275
1205	698	274
1206	699	273
1207	699	273
1208	700	272
1209	700	272
1210	701	271
1211	701	270
1212	702	270
1213	702	269
1214	703	269
1215	703	268
1216	704	267
1217	704	267
1218	705	266
1219	705	266
1220	706	265
1221	706	264
1222	707	264
1223	707	263
1224	708	263
1225	708	262
1226	709	261
1227	710	261
1228	710	260
1229	711	260
1230	711	259
1231	712	259
1232	712	258
1233	713	257
1234	714	257
1235	714	256
1236	715	256
1237	716	255
1238	716	255
1239	717	254
1240	718	253
1241	718	253
1242	719	252
1243	719	252
1244	720	251
1245	720	250
1246	721	250
1247	721	249
1248	722	249
1249	722	248
1250	723	248
1251	723	247
1252	724	246
1253	724	246
1254	725	245
1255	725	245
1256	726	244
1257	727	244
1258	728	243
1259	728	242
1260	729	242
1261	729	241
1262	730	241
1263	731	240
1264	731	240
1265	732	239
1266	732	238
1267	733	238
1268	733	237
1269	734	237
1270	734	236
1271	735	236
1272	736	235
1273	737	234
1274	737	234
1275	738	233
1276	738	233
1277	740	232
1278	740	232
1279	741	231
1280	741	230
1281	742	230
1282	742	229
1283	743	229
1284	743	228
1285	744	228
1286	744	227
1287	745	226
1288	746	226
1289	746	225
1290	747	225
1291	747	224
1292	748	223
1293	748	223
1294	749	222
1295	750	222
1296	750	221
1297	751	221
1298	751	220
1299	752	219
1300	752	219
1301	753	218
1302	753	218
1303	754	217
1304	755	216
1305	755	216
1306	756	215
1307	756	215
1308	757	214
1309	757	214
1310	758	213
1311	759	212
1312	759	212
1313	760	211
1314	760	211
1315	761	210
1316	761	209
1317	762	209
1318	762	208
1319	763	208
1320	763	207
1321	764	207
1322	765	206
1323	765	205
1324	766	205
1325	766	204
1326	767	204
1327	767	203
1328	768	202
1329	768	202
1330	769	201
1331	769	201
1332	770	200
1333	770	199
1334	771	199
1335	771	198
1336	772	198
1337	772	197
1338	773	197
1339	774	196
1340	774	195
1341	775	195
1342	776	194
1343	776	194
1344	777	193
1345	777	193
1346	778	192
1347	778	191
1348	779	191
1349	779	190
1350	780	190
1351	781	189
1352	781	188
1353	782	188
1354	782	187
1355	783	187
1356	783	186
1357	784	186
1358	785	185
1359	785	184
1360	785	184
1361	786	183
1362	787	183
1363	787	182
1364	788	181
1365	788	181
1366	789	180
1367	789	180
1368	790	179
1369	791	179
1370	791	178
1371	792	177
1372	792	177
1373	793	176
1374	793	176
1375	794	175
1376	794	174
1377	795	174
1378	795	173
1379	796	173
1380	796	172
1381	797	171
1382	797	171
1383	798	170
1384	798	170
1385	799	169
1386	799	168
1387	800	168
1388	801	167
1389	801	167
1390	802	166
1391	802	166
1392	803	165
1393	803	164
1394	804	164
1395	804	163
1396	805	163
1397	805	162
1398	806	161
1399	807	161
1400	807	160
1401	808	160
1402	808	159
1403	809	159
1404	809	158
1405	810	157
1406	811	157
1407	812	156
1408	812	156
1409	813	155
1410	813	155
1411	814	154
1412	815	154
1413	815	153
1414	816	152
1415	816	152
1416	817	151
1417	818	151
1418	818	150
1419	819	149
1420	819	149
1421	820	148
1422	820	148
1423	821	147
1424	821	147
1425	822	146
1426	822	145
1427	823	145
1428	823	144
1429	824	144
1430	824	143
1431	825	142
1432	826	142
1433	826	141
1434	827	141
1435	828	140
1436	828	140
1437	829	139
1438	829	138
1439	830	138
1440	830	137
1441	831	137
1442	831	136
1443	832	136
1444	833	135
1445	833	134
1446	834	134
1447	834	133
1448	835	133
1449	835	132
1450	836	131
1451	836	131
1452	837	130
1453	837	130
1454	838	129
1455	838	129
1456	839	128
1457	840	127
1458	840	127
1459	841	126
1460	841	126
1461	842	125
1462	842	124
1463	843	124
1464	843	123
1465	844	123
1466	844	122
1467	845	122
1468	845	121
1469	846	120
1470	847	120
1471	847	119
1472	848	119
1473	849	118
1474	849	118
1475	850	117
1476	850	116
1477	851	116
1478	851	115
1479	852	115
1480	852	114
1481	853	113
1482	853	113
1483	854	112
1484	854	112
1485	855	111
1486	855	111
1487	856	110
1488	856	109
1489	857	109
1490	857	108
1491	858	108
1492	858	107
1493	859	106
1494	859	106
1495	860	105
1496	860	105
1497	861	104
1498	862	104
1499	862	103
1500	863	102
1501	863	102
1502	864	101
1503	864	101
1504	865	100
1505	865	100
1506	866	99
1507	866	98
1508	867	98
1509	868	97
1510	869	97
1511	869	96
1512	870	96
1513	870	95
1514	871	94
1515	871	94
1516	872	93
1517	872	93
1518	873	92
1519	874	92
1520	874	91
1521	875	90
1522	875	90
1523	876	89
1524	876	89
1525	877	88
1526	877	87
1527	878	87
1528	878	86
1529	879	86
1530	879	85
1531	880	85
1532	880	84
1533	881	83
1534	881	83
1535	882	82
1536	883	82
1537	884	81
1538	884	81
1539	885	80
1540	885	79
1541	886	79
1542	886	78
1543	887	78
1544	888	77
1545	889	77
1546	889	76
1547	890	75
1548	890	75
1549	891	74
1550	891	74
1551	892	73
1552	892	73
1553	893	72
1554	893	71
1555	894	71
1556	895	70
1557	895	70
1558	896	69
1559	896	68
1560	897	68
1561	898	67
1562	899	67
1563	899	66
1564	901	66
1565	901	65
1566	902	65
1567	902	64
1568	903	63
1569	903	63
1570	904	62
1571	904	62
1572	905	61
1573	906	61
1574	906	60
1575	907	59
1576	907	59
1577	908	58
1578	908	58
1579	909	57
1580	910	56
1581	910	56
1582	911	55
1583	911	55
1584	912	54
1585	912	54
1586	913	53
1587	913	52
1588	914	52
1589	915	51
1590	916	51
1591	916	50
1592	917	50
1593	917	49
1594	918	48
1595	918	48
1596	919	47
1597	919	47
1598	920	46
1599	920	46
1600	921	45
1601	921	44
1602	922	44
1603	922	43
1604	923	43
1605	923	42
1606	924	41
1607	924	41
1608	925	40
1609	925	40
1610	926	39
1611	927	39
1612	927	38
1613	928	37
1614	928	37
1615	929	36
1616	929	36
1617	930	35
1618	931	35
1619	931	34
1620	932	33
1621	932	33
1622	933	32
1623	933	32
1624	934	31
1625	935	31
1626	935	30
1627	936	29
1628	937	29
1629	938	28
1630	938	28
1631	938	27
1632	939	27
1633	940	26
1634	940	25
1635	941	25
1636	941	24
1637	942	24
1638	942	23
1639	943	23
1640	944	22
1641	945	21
1642	946	21
1643	946	20
1644	947	20
1645	948	19
1646	949	19
1647	949	18
1648	950	17
1649	950	17
1650	951	16
1651	951	16
1652	952	15
1653	952	14
1654	953	14
1655	953	13
1656	954	13
1657	954	12
1658	955	12
1659	956	11
1660	957	10
1661	957	10
1662	958	9
1663	958	9
1664	959	8
1665	960	8
1666	960	7
1667	961	6
1668	961	6
1669	962	5
1670	962	5
1671	963	4
1672	963	4
1673	964	3
1674	964	2
1675	965	2
1676	965	1
1677	966	1
1678	967	0
1679	968	0
