iter	RMSE
132	0.3308732063
133	0.3296298854
134	0.3281102443
135	0.3267699646
136	0.3255020208
137	0.3243018735
138	0.323161915
139	0.3220359231
140	0.3207128714
141	0.319529079
142	0.3183722814
143	0.3173774262
144	0.316086738
145	0.3148348752
146	0.3136119658
147	0.3126848638
148	0.3117347677
149	0.3107123086
150	0.3095546211
151	0.3085643506
152	0.3075257741
153	0.3065731476
154	0.3055753065
155	0.3047094244
156	0.3036842723
157	0.3026192029
158	0.301705588
159	0.3007081764
160	0.2997722975
161	0.2988245931
162	0.2979237928
163	0.2969688587
164	0.2962071935
165	0.2952859545
166	0.294536528
167	0.2935307031
168	0.2926925283
169	0.2918563445
170	0.2911249226
171	0.2904323141
172	0.2896840809
173	0.2888424447
174	0.2880501752
175	0.2873193857
176	0.2865848275
177	0.2860082617
178	0.2851537397
179	0.2843579031
180	0.2837019452
181	0.2830266593
182	0.282378136
183	0.2816819393
184	0.2810426224
185	0.2804225138
186	0.2797198662
187	0.2790551364
188	0.2785747678
189	0.2779428851
190	0.2773124728
191	0.2766254244
192	0.2759757438
193	0.2753468329
194	0.2747753062
195	0.2741841352
196	0.273752403
197	0.2731874689
198	0.2725519159
199	0.2719603061
200	0.2714055933
201	0.2707977558
202	0.2703288098
203	0.2697994714
204	0.2691266824
205	0.2686400115
206	0.2680987004
207	0.2676192758
208	0.26719769
209	0.2665876722
210	0.2660476894
211	0.2655516212
212	0.2648884686
213	0.2644372349
214	0.2639183862
215	0.2635291203
216	0.2629646131
217	0.2624986594
218	0.2620428616
219	0.2616291566
220	0.2610503492
221	0.2606736721
222	0.2602891654
223	0.2599783144
224	0.259567241
225	0.2592190982
226	0.2588218821
227	0.258421199
228	0.2580695068
229	0.257649796
230	0.2572441408
231	0.2568236823
232	0.2563492166
233	0.2559999786
234	0.2556579993
235	0.2552313801
236	0.2549060823
237	0.2545404927
238	0.2541795658
239	0.2537825336
240	0.2534487061
241	0.2531008097
242	0.2527833754
243	0.2523743377
244	0.2520375001
245	0.2516588479
246	0.2513266283
247	0.2509145765
248	0.250520144
249	0.2501340712
250	0.2498587252
251	0.2495449537
252	0.2491640561
253	0.2488350649
254	0.2485513267
255	0.2482181324
256	0.2478759268
257	0.2475503747
258	0.2472227727
259	0.2468108981
260	0.2465397031
261	0.2462272461
262	0.2459938971
263	0.245749702
264	0.245402709
265	0.2451071181
266	0.2448087326
267	0.2445391259
268	0.2442463694
269	0.2438907529
270	0.2436817659
271	0.2433259351
272	0.2430779069
273	0.2427554392
274	0.2425200918
275	0.2422662013
276	0.2418712553
277	0.2415580259
278	0.2412662024
279	0.2409763262
280	0.2407602355
281	0.240476798
282	0.2401528645
283	0.2399028746
284	0.2396183555
285	0.239324256
286	0.2389702075
287	0.2386977998
288	0.2384292781
289	0.2381980152
290	0.2379458322
291	0.2377184335
292	0.237418729
293	0.2371214313
294	0.2369260752
295	0.2366112973
296	0.2362944775
297	0.2359857564
298	0.2357639514
299	0.2355166175
300	0.2352800705
301	0.2350719294
302	0.2348732131
303	0.2346752873
304	0.2343723893
305	0.2341481319
306	0.2339041142
307	0.2336074391
308	0.2333406743
309	0.2331087323
310	0.2328630036
311	0.2326514066
312	0.2324290628
313	0.2321927081
314	0.2319396365
315	0.2317209367
316	0.2314777211
317	0.2313199249
318	0.2310600426
319	0.2308415979
320	0.2306471517
321	0.230465738
322	0.2303105076
323	0.2301017106
324	0.2299402097
325	0.2297693702
326	0.2295871031
327	0.2294429556
328	0.2291060705
329	0.2289116664
330	0.2287218215
331	0.2286128736
332	0.2283764736
333	0.2282317955
334	0.2280002501
335	0.2278077099
336	0.2275509969
337	0.2272807892
338	0.2270077762
339	0.2268012319
340	0.2266309396
341	0.2263965046
342	0.2262918131
343	0.2260784026
344	0.2257892901
345	0.225549681
346	0.2251867697
347	0.2249253175
348	0.2246053425
349	0.224379803
350	0.2242335137
351	0.2240102288
352	0.2237583506
353	0.2235103433
354	0.2232706269
355	0.2230639857
356	0.2228561525
357	0.2226532294
358	0.2225085188
359	0.2223436145
360	0.2221347243
361	0.2219915827
362	0.2217903083
363	0.2215817398
364	0.221411744
365	0.221100358
366	0.2207962887
367	0.2205739222
368	0.2203923202
369	0.220217458
370	0.2199943183
371	0.2198033238
372	0.2195813982
373	0.2193634879
374	0.2190838095
375	0.2188689787
376	0.2187008355
377	0.2185193233
378	0.2183611175
379	0.2182729261
380	0.2180054534
381	0.2178482244
382	0.217686658
383	0.2175338477
384	0.2173302049
385	0.2170604276
386	0.2168503519
387	0.2165526963
388	0.216421071
389	0.2162084757
390	0.216092646
391	0.2159301652
392	0.215819985
393	0.215540247
394	0.2153503723
395	0.2151761212
396	0.2148743194
397	0.214644626
398	0.2144845119
399	0.2141983824
400	0.2140221438
401	0.2138367516
402	0.2135260764
403	0.2133386426
404	0.2131537675
405	0.2129662561
406	0.2128564891
407	0.212681914
408	0.212589989
409	0.2124716083
410	0.2122982768
411	0.2121077602
412	0.2119592602
413	0.2118724795
414	0.211771499
415	0.2116068389
416	0.2114273209
417	0.2111582882
418	0.2110507049
419	0.2109245176
420	0.2107427373
421	0.2105190737
422	0.2103306257
423	0.2101856041
424	0.2100965378
425	0.2098173758
426	0.2096627907
427	0.2095115613
428	0.2093597866
429	0.2092345567
430	0.2091283752
431	0.2089784566
432	0.2088204821
433	0.20858907
434	0.2084842241
435	0.2082652971
436	0.2080492383
437	0.2079338225
438	0.207709372
439	0.207576163
440	0.2073190827
441	0.2071893254
442	0.2070352529
443	0.2069309773
444	0.2066951903
445	0.2064337077
446	0.2063304487
447	0.2062346042
448	0.2061344991
449	0.2058798487
450	0.2057544879
451	0.2056204116
452	0.2054623949
453	0.205235204
454	0.2050224884
455	0.2048042148
456	0.2045668838
457	0.2044142211
458	0.2041784967
459	0.2040603406
460	0.2039782109
461	0.2037891647
462	0.2035318284
463	0.2034071642
464	0.203234602
465	0.2031100689
466	0.2030170459
467	0.202763785
468	0.2025912644
469	0.2025050053
470	0.2022170179
471	0.2020564247
472	0.201937648
473	0.2017182444
474	0.2015104137
475	0.2013782294
476	0.2012497949
477	0.200928244
478	0.2007104846
479	0.2004259566
480	0.2002894279
481	0.2001236497
482	0.1999706314
483	0.1998187605
484	0.1996083799
485	0.1995032232
486	0.1993711835
487	0.1992286435
488	0.1991127568
489	0.1989146403
490	0.1986260123
491	0.1983505046
492	0.1982400725
493	0.1981495708
494	0.1979915381
495	0.1978084464
496	0.1977156052
497	0.1975015462
498	0.1973223576
499	0.1972354806
500	0.1970530013
501	0.1969641555
502	0.1967979596
503	0.1966496369
504	0.19652802
505	0.196307564
506	0.1960643749
507	0.1957923835
508	0.195675844
509	0.1953839225
510	0.1950177842
511	0.1947859184
512	0.1945517738
513	0.1943915922
514	0.1942388154
515	0.1940832318
516	0.1938631709
517	0.1935969024
518	0.1934993914
519	0.1933665358
520	0.1931362345
521	0.1929697192
522	0.1926675097
523	0.1925863525
524	0.1924069067
525	0.1922116699
526	0.1920890728
527	0.1919859779
528	0.1917386065
529	0.1914844859
530	0.1912864052
531	0.1911111247
532	0.190902879
533	0.1907637896
534	0.1906262638
535	0.1904890909
536	0.1903106306
537	0.1902076396
538	0.1901007416
539	0.1898807397
540	0.1895957243
541	0.1894100367
542	0.1893140279
543	0.1890759406
544	0.1888897942
545	0.1886715347
546	0.1884198683
547	0.1882563278
548	0.1881212513
549	0.1879671875
550	0.1877861411
551	0.187558331
552	0.1873740819
553	0.1872812158
554	0.1871094694
555	0.1870421318
556	0.186970497
557	0.1867913154
558	0.1866776227
559	0.1865909615
560	0.1864095306
561	0.1863180376
562	0.1861985081
563	0.1860491673
564	0.1858363363
565	0.185711827
566	0.1855703029
567	0.1854678947
568	0.1853944543
569	0.1852078507
570	0.1851276439
571	0.1849886937
572	0.1848375428
573	0.1846587663
574	0.1844075877
575	0.18431452
576	0.1841578337
577	0.1840430361
578	0.1838993804
579	0.1837344426
580	0.1836229716
581	0.1834764704
582	0.1833728376
583	0.1831484217
584	0.1828859239
585	0.182712112
586	0.1824809298
587	0.1823074008
588	0.1820847548
589	0.1818219046
590	0.1816962385
591	0.1815747106
592	0.1813837984
593	0.1812575315
594	0.1810772232
595	0.1809667051
596	0.180823793
597	0.1807655477
598	0.1805364622
599	0.1803668377
600	0.1801299583
601	0.179991394
602	0.1798431756
603	0.17962799
604	0.1795300678
605	0.1793899057
606	0.1791838321
607	0.1790579258
608	0.1789236479
609	0.1788174657
610	0.1787418712
611	0.1786358731
612	0.178496026
613	0.178368468
614	0.1782439688
615	0.1780937622
616	0.1779414926
617	0.1778101094
618	0.1777029626
619	0.1775624075
620	0.1774297504
621	0.1773140812
622	0.1771660751
623	0.1769660695
624	0.1768302708
625	0.1767611314
626	0.1766164115
627	0.1765179079
628	0.1763702241
629	0.1762825652
630	0.1761693736
631	0.1760316022
632	0.1759485918
633	0.1758499548
634	0.1757245926
635	0.1756102237
636	0.1755467881
637	0.1754127513
638	0.1753137444
639	0.175227466
640	0.175140095
641	0.1750704281
642	0.1749262133
643	0.1747698598
644	0.1746205622
645	0.1745191287
646	0.1743985864
647	0.1742631422
648	0.1741554785
649	0.1740330258
650	0.1739020786
651	0.173807209
652	0.17373273
653	0.1735947387
654	0.1735113927
655	0.1733573242
656	0.1732612184
657	0.1731268613
658	0.1730547806
659	0.172841668
660	0.1727329778
661	0.172585395
662	0.1724693752
663	0.1723567442
664	0.1722653748
665	0.1722015597
666	0.1720182954
667	0.1718413551
668	0.1717109008
669	0.1716244657
670	0.1715506869
671	0.171417202
672	0.1712902021
673	0.1711673803
674	0.1710294303
675	0.1708699763
676	0.1707646052
677	0.1706003955
678	0.1705032728
679	0.1703766567
680	0.1701587658
681	0.1699653173
682	0.1697917149
683	0.1697066601
684	0.169576423
685	0.1694246885
686	0.1692681696
687	0.1692121182
688	0.1691608405
689	0.1690315121
690	0.1688810457
691	0.168727901
692	0.1685923802
693	0.1685319878
694	0.1684343463
695	0.1683840877
696	0.1683228884
697	0.1681933384
698	0.1680364842
699	0.1679391173
700	0.1678665568
701	0.1677270249
702	0.1675766412
703	0.1674838766
704	0.1673488125
705	0.1672520761
706	0.167114217
707	0.1669482417
708	0.1668663866
709	0.1667948093
710	0.1666378723
711	0.1665027896
712	0.1664173509
713	0.166305218
714	0.1661530704
715	0.1659740303
716	0.1658705804
717	0.1657229218
718	0.1655255546
719	0.1654641107
720	0.1653392085
721	0.16518658
722	0.1651062423
723	0.1649235251
724	0.1648450817
725	0.1647180933
726	0.164594776
727	0.1645250806
728	0.1644133716
729	0.1642490465
730	0.1641367562
731	0.1640272071
732	0.1638057283
733	0.1635795938
734	0.1634549649
735	0.1632717209
736	0.1632292084
737	0.1631435119
738	0.1630281665
739	0.1628763686
740	0.162780299
741	0.1626851899
742	0.1625010829
743	0.1623711999
744	0.1621860222
745	0.1621552268
746	0.162074315
747	0.1619791826
748	0.1618512048
749	0.1617639826
750	0.1616948803
751	0.1616161041
752	0.1614998371
753	0.1613967391
754	0.1612444063
755	0.1610694706
756	0.1609709928
757	0.1607835903
758	0.1606367847
759	0.1605714375
760	0.1604074964
761	0.1602904335
762	0.1602040611
763	0.160138624
764	0.1600032589
765	0.1598103891
766	0.1597111667
767	0.1595882848
768	0.1595004624
769	0.1594035053
770	0.1592296275
771	0.1590510135
772	0.1589719058
773	0.1588948826
774	0.1588531383
775	0.158745963
776	0.158571295
777	0.1585100175
778	0.1584505333
779	0.1583050733
780	0.1581746775
781	0.1580465108
782	0.157874819
783	0.1577067415
784	0.1575406404
785	0.1574754388
786	0.1573680299
787	0.1572330478
788	0.1570606344
789	0.1570249647
790	0.156834066
791	0.1567838198
792	0.1566809654
793	0.1565673076
794	0.1565162361
795	0.156385794
796	0.1563479333
797	0.1561859274
798	0.1560753028
799	0.1559723791
800	0.155861613
801	0.1557390608
802	0.1556328456
803	0.1555851421
804	0.1554990194
805	0.1554137366
806	0.1552648811
807	0.1551589057
808	0.1550832691
809	0.1549996129
810	0.1549522996
811	0.1547993053
812	0.1547147564
813	0.1546067461
814	0.1544948851
815	0.1544222065
816	0.1542974909
817	0.1541494429
818	0.1540098458
819	0.1539139285
820	0.1538672149
821	0.1537589572
822	0.1536754837
823	0.1535295265
824	0.1533785937
825	0.1532610657
826	0.1531669613
827	0.1530687493
828	0.1530123541
829	0.1529525696
830	0.1528227704
831	0.1526022068
832	0.1525182525
833	0.1524284174
834	0.1522796317
835	0.1522172414
836	0.1520263361
837	0.1519185797
838	0.1518253603
839	0.1517646215
840	0.151669465
841	0.1515386372
842	0.1513654743
843	0.151259619
844	0.1510579729
845	0.1510019805
846	0.1509149882
847	0.150873477
848	0.1507463454
849	0.1506948448
850	0.1505834016
851	0.1504842023
852	0.1504194379
853	0.1503421662
854	0.150232157
855	0.1501290088
856	0.1500404859
857	0.1499343704
858	0.14979652
859	0.1496347022
860	0.1495091366
861	0.1493341893
862	0.1492666364
863	0.1491927778
864	0.1490873278
865	0.1489756413
866	0.1487915805
867	0.1486991623
868	0.148616347
869	0.1484963453
870	0.1483677825
871	0.148320978
872	0.1482916851
873	0.148140617
874	0.1480685773
875	0.14792785
876	0.1478092041
877	0.1477354628
878	0.1476081318
879	0.1474311797
880	0.147354329
881	0.1472636733
882	0.1471166473
883	0.147018159
884	0.1469092608
885	0.1468075067
886	0.1467731314
887	0.1467039276
888	0.1466710437
889	0.1465988401
890	0.1464817816
891	0.1464157371
892	0.1463055624
893	0.1462059842
894	0.1461048265
895	0.1460072308
896	0.1459487652
897	0.1458391491
898	0.1457164325
899	0.1455744554
900	0.1454855428
901	0.1454331523
902	0.1453402255
903	0.1451933299
904	0.1450887704
905	0.1449541854
906	0.1448519119
907	0.144687732
908	0.1445748676
909	0.1445048245
910	0.1443027186
911	0.1441852011
912	0.1440845856
913	0.1440357158
914	0.1439856358
915	0.1439109092
916	0.143860818
917	0.1437929008
918	0.1436748031
919	0.1436210271
920	0.1435302411
921	0.1433736205
922	0.1432962393
923	0.1432605034
924	0.1431654273
925	0.1430211049
926	0.1429731242
927	0.1428956516
928	0.1428306036
929	0.1427128392
930	0.1426326465
931	0.1425162091
932	0.1423875441
933	0.1423272989
934	0.1422925614
935	0.1422230587
936	0.1420554999
937	0.1419976254
938	0.1418871264
939	0.141691713
940	0.1415392216
941	0.141409656
942	0.1412814495
943	0.1412075703
944	0.1411206712
945	0.1410496008
946	0.1409093315
947	0.1408585168
948	0.1408234224
949	0.1406739574
950	0.1405622558
951	0.1404975138
952	0.1404594389
953	0.1404222802
954	0.140264005
955	0.1401600632
956	0.1400844162
957	0.1399774404
958	0.1399200075
959	0.1398665047
960	0.1397877215
961	0.1396574694
962	0.13955239
963	0.1394393818
964	0.1392736445
965	0.1391522331
966	0.1390422366
967	0.1389442737
968	0.1387890422
969	0.1387419969
970	0.1386833721
971	0.1385974481
972	0.1385020076
973	0.1384774657
974	0.1383403229
975	0.1382182094
976	0.1381259322
977	0.1379474453
978	0.1379010558
979	0.1378190485
980	0.1376944117
981	0.137559388
982	0.1374174267
983	0.1373029711
984	0.1372302462
985	0.1371412369
986	0.137025068
987	0.1369595979
988	0.1368558364
989	0.1368096945
990	0.136720325
991	0.1365795697
992	0.1364661447
993	0.1364213365
994	0.1363881219
995	0.1362872505
996	0.1361783811
997	0.136089586
998	0.1359054528
999	0.1358164989
1000	0.1356893475
1001	0.1356296856
1002	0.1355480345
1003	0.1355066196
1004	0.13536136
1005	0.1352491955
1006	0.13516392
1007	0.1350650138
1008	0.1349783836
1009	0.1348708473
1010	0.1347556849
1011	0.1346565723
1012	0.1344742291
1013	0.1343687534
1014	0.1342572312
1015	0.1341634663
1016	0.1341207413
1017	0.1340885305
1018	0.1340135375
1019	0.1339627338
1020	0.1338150693
1021	0.1337785357
1022	0.1337368842
1023	0.1336792981
1024	0.1335868954
1025	0.1335123211
1026	0.1334027155
1027	0.1332387563
1028	0.1331285765
1029	0.1330434144
1030	0.1329119626
1031	0.1327980045
1032	0.1327036053
1033	0.1325601046
1034	0.1324340435
1035	0.1323893109
1036	0.1323504173
1037	0.1322911039
1038	0.1321600105
1039	0.1320389963
1040	0.131921679
1041	0.1317546322
1042	0.1317048179
1043	0.1316188383
1044	0.131468617
1045	0.1314115658
1046	0.1313268015
1047	0.1313031718
1048	0.1312075447
1049	0.1311690799
1050	0.1311481689
1051	0.1310321105
1052	0.1309869218
1053	0.1309215116
1054	0.130817536
1055	0.1306946691
1056	0.1306154809
1057	0.1304570243
1058	0.1303777184
1059	0.130316366
1060	0.1302509157
1061	0.1301816106
1062	0.1300305089
1063	0.1299667396
1064	0.1298198352
1065	0.129746889
1066	0.129709574
1067	0.1296518742
1068	0.1295504686
1069	0.1295269268
1070	0.1294508202
1071	0.1293639302
1072	0.1293307697
1073	0.129268907
1074	0.1291661223
1075	0.129100055
1076	0.1289839333
1077	0.1288878478
1078	0.1288112601
1079	0.1287074981
1080	0.1286614884
1081	0.12851813
1082	0.1283925279
1083	0.1283464723
1084	0.1282298632
1085	0.1281262588
1086	0.1280062833
1087	0.1278605416
1088	0.1277510864
1089	0.1277051158
1090	0.1275665483
1091	0.1274732762
1092	0.1273807764
1093	0.1273041512
1094	0.127147428
1095	0.1270701906
1096	0.1269734975
1097	0.1268838337
1098	0.1267579146
1099	0.1266073389
1100	0.1265907115
1101	0.1264261683
1102	0.1263331966
1103	0.126273781
1104	0.126221044
1105	0.1261478788
1106	0.126058182
1107	0.1259662066
1108	0.1259203167
1109	0.1258087115
1110	0.1256885133
1111	0.1255742597
1112	0.1254780788
1113	0.12540532
1114	0.1253219944
1115	0.1252579305
1116	0.1251502356
1117	0.1250487072
1118	0.1249387827
1119	0.124888679
1120	0.1248150628
1121	0.1247011584
1122	0.124567661
1123	0.1244714346
1124	0.1243468929
1125	0.1242800287
1126	0.1241931359
1127	0.1241122963
1128	0.1240391183
1129	0.123895774
1130	0.1237922897
1131	0.1237674231
1132	0.1236853123
1133	0.1236196065
1134	0.1235701561
1135	0.1234816389
1136	0.1233943572
1137	0.1233153029
1138	0.1232634906
1139	0.1232406798
1140	0.1232050952
1141	0.1231357587
1142	0.1230054394
1143	0.1229519881
1144	0.1228594521
1145	0.1227473238
1146	0.1226971515
1147	0.1226109014
1148	0.1225620919
1149	0.1224772345
1150	0.1224204073
1151	0.1223489198
1152	0.1222541207
1153	0.1221723148
1154	0.1220432134
1155	0.1219613852
1156	0.1218731476
1157	0.1218240603
1158	0.1217417995
1159	0.1216481368
1160	0.1215583268
1161	0.1215360941
1162	0.1214546388
1163	0.1213110002
1164	0.1212323341
1165	0.1211338301
1166	0.1210429465
1167	0.1209466321
1168	0.1209067357
1169	0.1207823237
1170	0.1206713519
1171	0.1205663533
1172	0.1204235391
1173	0.1203724724
1174	0.120305013
1175	0.1202790783
1176	0.1201858901
1177	0.1200927076
1178	0.1200344406
1179	0.1199046689
1180	0.1198430417
1181	0.119745706
1182	0.1197126747
1183	0.1196215865
1184	0.1195432471
1185	0.1194952066
1186	0.119476695
1187	0.1194181483
1188	0.1193497861
1189	0.1193149871
1190	0.1191991431
1191	0.1191199076
1192	0.1190288134
1193	0.1189720715
1194	0.1188915817
1195	0.1187987472
1196	0.1187872006
1197	0.1186612759
1198	0.1186027415
1199	0.1185699069
1200	0.1185069588
1201	0.1184199075
1202	0.1182967177
1203	0.1182007469
1204	0.1181243682
1205	0.1180562903
1206	0.1179619252
1207	0.117851158
1208	0.1177414133
1209	0.1176477935
1210	0.1176151046
1211	0.1175125164
1212	0.1174045291
1213	0.1173316171
1214	0.1172222881
1215	0.1171399304
1216	0.1170481531
1217	0.1169269693
1218	0.1168254103
1219	0.1167920192
1220	0.1166892828
1221	0.1166262949
1222	0.1165450819
1223	0.1165098588
1224	0.1164484153
1225	0.1163370859
1226	0.116270717
1227	0.1162271285
1228	0.1161605274
1229	0.1160803478
1230	0.1160163615
1231	0.1159873553
1232	0.1159621959
1233	0.1158542547
1234	0.1157810496
1235	0.1156841861
1236	0.115671026
1237	0.1155434534
1238	0.1154463998
1239	0.1153203108
1240	0.1152751189
1241	0.1151816076
1242	0.1151120154
1243	0.1150338434
1244	0.1149637543
1245	0.1148799647
1246	0.1148097966
1247	0.1146961739
1248	0.1146073249
1249	0.1145674807
1250	0.11452658
1251	0.1144697544
1252	0.1143763562
1253	0.1142749257
1254	0.1141889239
1255	0.1140872243
1256	0.113983801
1257	0.1139517397
1258	0.113858981
1259	0.11381201
1260	0.1137458798
1261	0.1136534001
1262	0.1135492706
1263	0.1135222612
1264	0.113490974
1265	0.1134015723
1266	0.1133403991
1267	0.1133168124
1268	0.1132665879
1269	0.1131931168
1270	0.1131051657
1271	0.1130235993
1272	0.1129354787
1273	0.1128804448
1274	0.1128129
1275	0.1127357809
1276	0.1126553854
1277	0.1125201405
1278	0.1123779884
1279	0.1122915671
1280	0.1122407037
1281	0.1121687631
1282	0.1120637339
1283	0.1119860421
1284	0.1119402014
1285	0.1117994568
1286	0.1117393882
1287	0.1116092186
1288	0.1115430539
1289	0.1115129622
1290	0.1114877477
1291	0.1113762422
1292	0.1112512148
1293	0.1111820502
1294	0.1110752439
1295	0.1109988621
1296	0.1109075173
1297	0.110837774
1298	0.110762486
1299	0.1106905808
1300	0.1106247252
1301	0.1105599699
1302	0.1104925898
1303	0.1104360948
1304	0.1103701326
1305	0.1102872588
1306	0.1101953771
1307	0.1101207667
1308	0.1100696856
1309	0.1100003848
1310	0.1099248676
1311	0.1098507391
1312	0.1097720723
1313	0.1096756297
1314	0.1095669424
1315	0.1094594722
1316	0.1093707189
1317	0.1092816757
1318	0.109229057
1319	0.1091550249
1320	0.1090797798
1321	0.109024198
1322	0.1089234538
1323	0.1088658885
1324	0.1087944103
1325	0.1087135451
1326	0.1086363926
1327	0.1085699615
1328	0.1084733186
1329	0.1083881909
1330	0.1083136622
1331	0.1082715434
1332	0.1081964842
1333	0.1081354364
1334	0.1080592857
1335	0.1079848791
1336	0.1079434524
1337	0.1078788415
1338	0.1078528042
1339	0.1077890833
1340	0.1077574721
1341	0.1076819547
1342	0.1075679509
1343	0.107455268
1344	0.1073711161
1345	0.1072957653
1346	0.1072408848
1347	0.1071782821
1348	0.1071020301
1349	0.1070229767
1350	0.1068986401
1351	0.1068536552
1352	0.1068268773
1353	0.1067375251
1354	0.1066670107
1355	0.1065544811
1356	0.1065057385
1357	0.1064659706
1358	0.1064400725
1359	0.1063883205
1360	0.1063049496
1361	0.1062379279
1362	0.1061693988
1363	0.1061125418
1364	0.106056482
1365	0.1060140851
1366	0.1059673039
1367	0.1059571749
1368	0.1058416529
1369	0.1057533849
1370	0.1057078419
1371	0.1056442279
1372	0.1055813604
1373	0.1054883076
1374	0.1053719341
1375	0.1052891839
1376	0.1052196888
1377	0.1051532838
1378	0.1050703106
1379	0.1049944823
1380	0.1049163235
1381	0.1048274496
1382	0.1047533894
1383	0.104709997
1384	0.1046621869
1385	0.1046204646
1386	0.1045581676
1387	0.1044867898
1388	0.1044060773
1389	0.1043385871
1390	0.1042775431
1391	0.1041578559
1392	0.1041068128
1393	0.104037126
1394	0.1039606095
1395	0.1038874107
1396	0.1037903341
1397	0.103721505
1398	0.1036522489
1399	0.1035555649
1400	0.1034924817
1401	0.1034006227
1402	0.1033637069
1403	0.1033062426
1404	0.103242412
1405	0.1032105995
1406	0.1031829746
1407	0.1031105422
1408	0.1030186516
1409	0.1029557269
1410	0.1028857624
1411	0.1028097094
1412	0.1027017449
1413	0.102640347
1414	0.102575177
1415	0.1025018072
1416	0.1024511489
1417	0.1024002238
1418	0.102331387
1419	0.1022199668
1420	0.1021141636
1421	0.1020571519
1422	0.1020397019
1423	0.1020010925
1424	0.1019306001
1425	0.101847039
1426	0.1017691351
1427	0.1017583174
1428	0.1016951631
1429	0.1016394413
1430	0.1015329556
1431	0.1014848267
1432	0.1014291389
1433	0.1013642104
1434	0.1013075898
1435	0.1012523142
1436	0.1011261161
1437	0.1010476633
1438	0.1009469418
1439	0.1008532077
1440	0.1008312844
1441	0.1007477978
1442	0.10066792
1443	0.1006210324
1444	0.1005184717
1445	0.1004508153
1446	0.1003648825
1447	0.1002798594
1448	0.1002260836
1449	0.1001846681
1450	0.1001147614
1451	0.1000450505
1452	0.09999407457
1453	0.0999791941
1454	0.09990597634
1455	0.09981006296
1456	0.09974546932
1457	0.09966036094
1458	0.09961321653
1459	0.09955972041
1460	0.09949726908
1461	0.09942688383
1462	0.09936697006
1463	0.09933425507
1464	0.09927614953
1465	0.09924890841
1466	0.09915275094
1467	0.09910010973
1468	0.09906338263
1469	0.09902313841
1470	0.09897204306
1471	0.09892916904
1472	0.09888176254
1473	0.09883427562
1474	0.098758522
1475	0.09874142409
1476	0.09872569145
1477	0.09861143007
1478	0.09859412411
1479	0.0985495569
1480	0.09848360361
1481	0.09847611494
1482	0.09842373112
1483	0.09831093895
1484	0.09824514552
1485	0.09814645689
1486	0.09808461073
1487	0.09800183591
1488	0.0979526195
1489	0.09791199018
1490	0.09782467691
1491	0.09778025639
1492	0.0977225023
1493	0.09765134213
1494	0.097585825
1495	0.0975530803
1496	0.09747940692
1497	0.09732481309
1498	0.09725353992
1499	0.09723602819
1500	0.09717181508
1501	0.09711314099
1502	0.09707151123
1503	0.09703542962
1504	0.09694621764
1505	0.09685115998
1506	0.09677828114
1507	0.09669748515
1508	0.09660174432
1509	0.09652279273
1510	0.09651377831
1511	0.09645639706
1512	0.09640643957
