iter	Passed	Remaining
646	370	690
647	371	689
648	371	689
649	372	688
650	372	687
651	373	687
652	374	688
653	375	687
654	375	686
655	376	686
656	377	685
657	377	685
658	378	684
659	378	684
660	379	683
661	379	682
662	380	682
663	381	682
664	382	682
665	382	681
666	383	680
667	383	680
668	384	679
669	384	678
670	385	678
671	385	677
672	386	676
673	386	676
674	387	675
675	387	674
676	388	674
677	388	673
678	389	673
679	390	672
680	390	671
681	391	671
682	391	670
683	392	670
684	393	669
685	393	669
686	394	668
687	394	667
688	395	667
689	395	666
690	396	665
691	396	665
692	397	664
693	397	663
694	398	663
695	399	662
696	399	662
697	400	661
698	400	660
699	401	660
700	401	659
701	402	658
702	402	658
703	403	657
704	404	657
705	404	656
706	405	656
707	405	655
708	406	655
709	406	654
710	407	653
711	407	653
712	408	652
713	408	651
714	409	651
715	409	650
716	410	649
717	411	649
718	411	648
719	412	647
720	412	647
721	413	646
722	413	645
723	414	645
724	414	644
725	415	644
726	415	643
727	416	642
728	416	642
729	417	641
730	417	640
731	418	640
732	419	639
733	419	639
734	420	638
735	421	639
736	422	638
737	422	638
738	423	637
739	424	637
740	425	637
741	425	636
742	426	636
743	426	635
744	427	634
745	427	634
746	428	633
747	428	632
748	429	631
749	429	631
750	430	630
751	430	630
752	431	629
753	431	628
754	432	628
755	432	627
756	433	626
757	434	626
758	434	625
759	435	625
760	435	624
761	436	624
762	436	623
763	437	622
764	437	622
765	438	621
766	439	621
767	439	620
768	440	620
769	441	620
770	442	619
771	442	619
772	443	618
773	443	618
774	444	617
775	444	616
776	445	616
777	445	615
778	446	614
779	446	614
780	447	613
781	448	613
782	448	612
783	449	612
784	449	611
785	450	611
786	451	611
787	452	610
788	452	610
789	453	609
790	453	608
791	454	608
792	454	607
793	455	606
794	455	606
795	456	605
796	457	605
797	457	604
798	458	604
799	458	603
800	459	602
801	460	602
802	460	601
803	461	601
804	461	600
805	462	600
806	463	599
807	463	599
808	464	598
809	464	598
810	465	597
811	466	596
812	466	596
813	467	595
814	467	595
815	468	594
816	468	593
817	469	593
818	469	592
819	470	591
820	470	591
821	471	590
822	472	590
823	473	590
824	473	589
825	474	589
826	474	588
827	475	588
828	476	587
829	476	587
830	477	586
831	478	586
832	478	585
833	479	584
834	479	584
835	480	583
836	480	583
837	481	582
838	481	581
839	482	581
840	482	580
841	483	579
842	483	579
843	485	579
844	485	579
845	486	578
846	487	577
847	487	577
848	488	576
849	488	576
850	489	575
851	489	575
852	490	574
853	490	573
854	491	573
855	492	572
856	492	572
857	493	571
858	493	570
859	494	570
860	494	569
861	495	568
862	495	568
863	497	568
864	497	568
865	498	567
866	498	566
867	499	566
868	500	565
869	500	564
870	501	564
871	501	563
872	502	563
873	502	562
874	503	561
875	503	561
876	504	560
877	505	560
878	505	559
879	506	559
880	506	558
881	507	558
882	508	558
883	508	557
884	509	556
885	510	556
886	510	555
887	511	555
888	511	554
889	512	553
890	512	553
891	513	552
892	514	552
893	514	551
894	515	550
895	515	550
896	516	549
897	516	549
898	517	548
899	518	548
900	518	547
901	519	547
902	519	546
903	521	546
904	521	545
905	522	545
906	522	544
907	523	544
908	523	543
909	524	542
910	525	542
911	525	541
912	526	541
913	526	540
914	527	539
915	527	539
916	528	538
917	528	537
918	529	537
919	529	536
920	530	536
921	530	535
922	531	535
923	532	534
924	532	533
925	533	533
926	533	532
927	534	532
928	534	531
929	535	530
930	535	530
931	536	529
932	537	529
933	537	528
934	538	527
935	538	527
936	539	526
937	540	526
938	540	525
939	541	525
940	541	524
941	542	523
942	542	523
943	543	522
944	544	522
945	544	521
946	545	521
947	545	520
948	546	520
949	547	519
950	548	519
951	548	518
952	549	517
953	549	517
954	551	517
955	551	517
956	552	516
957	552	515
958	553	515
959	553	514
960	554	513
961	554	513
962	555	512
963	556	512
964	556	511
965	557	511
966	557	510
967	558	509
968	559	509
969	559	508
970	560	508
971	560	507
972	561	507
973	562	506
974	562	506
975	563	505
976	563	505
977	564	504
978	564	503
979	566	503
980	566	503
981	567	502
982	567	501
983	569	502
984	570	501
985	570	501
986	571	500
987	571	500
988	572	499
989	572	498
990	573	498
991	574	498
992	575	497
993	575	497
994	576	496
995	577	496
996	577	495
997	578	494
998	578	494
999	579	493
1000	579	493
1001	580	492
1002	581	491
1003	581	491
1004	582	490
1005	582	490
1006	583	489
1007	583	488
1008	584	488
1009	584	487
1010	585	487
1011	586	486
1012	586	485
1013	587	485
1014	587	484
1015	588	484
1016	588	483
1017	589	482
1018	590	482
1019	590	481
1020	591	481
1021	591	480
1022	592	480
1023	592	479
1024	593	478
1025	594	478
1026	594	477
1027	595	476
1028	595	476
1029	596	475
1030	596	475
1031	597	474
1032	597	473
1033	598	473
1034	598	472
1035	599	472
1036	599	471
1037	600	470
1038	600	470
1039	601	469
1040	602	469
1041	602	468
1042	603	467
1043	603	467
1044	604	466
1045	604	466
1046	605	465
1047	605	464
1048	606	464
1049	607	463
1050	607	463
1051	608	462
1052	608	461
1053	609	461
1054	609	460
1055	610	460
1056	610	459
1057	611	458
1058	611	458
1059	612	457
1060	612	456
1061	613	456
1062	613	455
1063	614	455
1064	614	454
1065	615	453
1066	616	453
1067	616	452
1068	617	452
1069	617	451
1070	618	450
1071	618	450
1072	619	449
1073	619	449
1074	620	448
1075	620	447
1076	621	447
1077	621	446
1078	622	446
1079	623	445
1080	623	444
1081	624	444
1082	624	443
1083	625	443
1084	625	442
1085	626	441
1086	627	441
1087	628	441
1088	628	440
1089	629	439
1090	629	439
1091	630	438
1092	630	438
1093	631	437
1094	632	436
1095	632	436
1096	633	435
1097	633	435
1098	634	434
1099	634	434
1100	635	433
1101	636	432
1102	636	432
1103	637	431
1104	637	431
1105	638	430
1106	638	429
1107	639	429
1108	640	428
1109	640	428
1110	641	427
1111	641	427
1112	642	426
1113	642	425
1114	643	425
1115	643	424
1116	644	424
1117	644	423
1118	645	422
1119	645	422
1120	647	422
1121	647	421
1122	648	420
1123	648	420
1124	649	419
1125	650	419
1126	650	418
1127	651	417
1128	651	417
1129	652	416
1130	652	416
1131	653	415
1132	653	415
1133	654	414
1134	655	414
1135	656	413
1136	656	412
1137	657	412
1138	657	411
1139	658	411
1140	658	410
1141	659	410
1142	660	409
1143	660	408
1144	661	408
1145	661	407
1146	662	407
1147	662	406
1148	663	405
1149	663	405
1150	664	404
1151	664	404
1152	665	403
1153	665	402
1154	666	402
1155	667	401
1156	667	401
1157	668	400
1158	668	399
1159	669	399
1160	669	398
1161	670	398
1162	671	397
1163	671	396
1164	672	396
1165	672	395
1166	673	395
1167	673	394
1168	674	394
1169	675	393
1170	675	392
1171	676	392
1172	676	391
1173	677	391
1174	677	390
1175	678	389
1176	678	389
1177	679	388
1178	679	388
1179	680	387
1180	680	386
1181	681	386
1182	682	385
1183	682	385
1184	683	384
1185	683	384
1186	684	383
1187	684	382
1188	685	382
1189	686	381
1190	686	381
1191	687	380
1192	687	379
1193	688	379
1194	688	378
1195	689	378
1196	689	377
1197	690	376
1198	691	376
1199	691	375
1200	692	375
1201	692	374
1202	693	374
1203	693	373
1204	694	372
1205	694	372
1206	695	371
1207	696	371
1208	696	370
1209	697	369
1210	697	369
1211	698	368
1212	698	368
1213	699	367
1214	699	366
1215	700	366
1216	700	365
1217	701	365
1218	701	364
1219	702	363
1220	703	363
1221	703	362
1222	704	362
1223	704	361
1224	705	361
1225	706	360
1226	706	359
1227	707	359
1228	707	358
1229	708	358
1230	708	357
1231	709	356
1232	710	356
1233	711	356
1234	711	355
1235	712	355
1236	712	354
1237	713	353
1238	714	353
1239	714	352
1240	715	352
1241	715	351
1242	716	351
1243	717	350
1244	717	349
1245	718	349
1246	718	348
1247	719	348
1248	719	347
1249	720	346
1250	720	346
1251	721	345
1252	721	344
1253	722	344
1254	722	343
1255	723	343
1256	723	342
1257	724	341
1258	725	341
1259	725	341
1260	726	340
1261	726	339
1262	727	339
1263	728	338
1264	728	338
1265	729	337
1266	729	336
1267	730	336
1268	731	335
1269	731	335
1270	732	334
1271	732	334
1272	733	333
1273	733	332
1274	734	332
1275	734	331
1276	735	331
1277	735	330
1278	736	329
1279	737	329
1280	737	328
1281	738	328
1282	738	327
1283	739	327
1284	739	326
1285	740	325
1286	740	325
1287	741	324
1288	741	324
1289	742	323
1290	742	322
1291	743	322
1292	744	321
1293	745	321
1294	745	320
1295	746	320
1296	747	319
1297	747	319
1298	748	318
1299	748	318
1300	749	317
1301	750	316
1302	750	316
1303	751	315
1304	751	315
1305	752	314
1306	753	313
1307	753	313
1308	754	312
1309	754	312
1310	755	311
1311	755	311
1312	756	310
1313	757	309
1314	757	309
1315	758	308
1316	758	308
1317	759	307
1318	759	306
1319	760	306
1320	760	305
1321	761	305
1322	761	304
1323	762	304
1324	763	303
1325	763	302
1326	764	302
1327	764	301
1328	765	301
1329	765	300
1330	766	299
1331	767	299
1332	768	299
1333	768	298
1334	769	297
1335	769	297
1336	770	296
1337	770	296
1338	771	295
1339	771	294
1340	772	294
1341	772	293
1342	773	293
1343	774	292
1344	775	292
1345	775	291
1346	776	291
1347	777	290
1348	777	289
1349	778	289
1350	778	288
1351	779	288
1352	779	287
1353	780	287
1354	781	286
1355	782	286
1356	782	285
1357	783	284
1358	783	284
1359	784	283
1360	784	283
1361	785	282
1362	786	282
1363	787	281
1364	787	281
1365	788	280
1366	788	279
1367	789	279
1368	789	278
1369	790	278
1370	790	277
1371	791	276
1372	792	276
1373	792	275
1374	793	275
1375	793	274
1376	794	274
1377	795	273
1378	795	272
1379	796	272
1380	796	271
1381	797	271
1382	797	270
1383	798	269
1384	798	269
1385	799	268
1386	799	268
1387	800	267
1388	801	267
1389	801	266
1390	802	265
1391	802	265
1392	803	264
1393	803	264
1394	804	263
1395	804	262
1396	805	262
1397	805	261
1398	806	261
1399	806	260
1400	807	259
1401	807	259
1402	808	258
1403	808	258
1404	809	257
1405	810	257
1406	810	256
1407	811	255
1408	812	255
1409	812	254
1410	813	254
1411	813	253
1412	814	252
1413	814	252
1414	815	251
1415	816	251
1416	816	250
1417	817	250
1418	817	249
1419	818	248
1420	818	248
1421	819	247
1422	819	247
1423	820	246
1424	820	245
1425	821	245
1426	822	244
1427	822	244
1428	823	243
1429	823	243
1430	824	242
1431	824	241
1432	825	241
1433	826	240
1434	826	240
1435	827	239
1436	827	239
1437	828	238
1438	828	237
1439	829	237
1440	829	236
1441	830	236
1442	831	235
1443	832	235
1444	832	234
1445	833	233
1446	833	233
1447	834	232
1448	834	232
1449	835	231
1450	836	231
1451	836	230
1452	837	229
1453	837	229
1454	838	228
1455	838	228
1456	839	227
1457	839	226
1458	840	226
1459	841	225
1460	841	225
1461	842	224
1462	842	224
1463	843	223
1464	844	223
1465	844	222
1466	845	221
1467	845	221
1468	846	220
1469	847	220
1470	847	219
1471	848	218
1472	848	218
1473	849	217
1474	849	217
1475	850	216
1476	851	216
1477	851	215
1478	852	214
1479	852	214
1480	853	213
1481	853	213
1482	854	212
1483	854	212
1484	855	211
1485	856	210
1486	856	210
1487	857	209
1488	857	209
1489	858	208
1490	858	207
1491	859	207
1492	859	206
1493	860	206
1494	860	205
1495	861	204
1496	862	204
1497	862	203
1498	863	203
1499	863	202
1500	864	202
1501	864	201
1502	865	200
1503	865	200
1504	866	199
1505	866	199
1506	867	198
1507	868	198
1508	868	197
1509	869	196
1510	869	196
1511	870	195
1512	870	195
1513	871	194
1514	871	193
1515	872	193
1516	873	192
1517	873	192
1518	874	191
1519	875	191
1520	875	190
1521	876	189
1522	876	189
1523	877	188
1524	877	188
1525	878	187
1526	878	187
1527	879	186
1528	880	185
1529	880	185
1530	881	184
1531	881	184
1532	882	183
1533	883	183
1534	883	182
1535	884	181
1536	884	181
1537	885	180
1538	886	180
1539	886	179
1540	887	179
1541	887	178
1542	888	177
1543	889	177
1544	889	176
1545	890	176
1546	890	175
1547	891	175
1548	892	174
1549	892	173
1550	893	173
1551	894	172
1552	894	172
1553	895	171
1554	895	171
1555	896	170
1556	896	169
1557	897	169
1558	897	168
1559	898	168
1560	898	167
1561	899	166
1562	899	166
1563	900	165
1564	900	165
1565	901	164
1566	902	164
1567	902	163
1568	903	162
1569	903	162
1570	904	161
1571	904	161
1572	905	160
1573	907	160
1574	907	159
1575	908	159
1576	908	158
1577	909	157
1578	909	157
1579	910	156
1580	911	156
1581	911	155
1582	912	155
1583	912	154
1584	913	153
1585	914	153
1586	914	152
1587	915	152
1588	915	151
1589	916	150
1590	916	150
1591	917	149
1592	917	149
1593	918	148
1594	919	148
1595	919	147
1596	920	146
1597	920	146
1598	921	145
1599	921	145
1600	922	144
1601	922	144
1602	923	143
1603	923	142
1604	924	142
1605	925	141
1606	925	141
1607	926	140
1608	926	139
1609	927	139
1610	927	138
1611	928	138
1612	928	137
1613	928	136
1614	929	136
1615	929	135
1616	931	135
1617	931	134
1618	932	134
1619	932	133
1620	933	133
1621	933	132
1622	934	131
1623	934	131
1624	935	130
1625	935	130
1626	936	129
1627	936	128
1628	937	128
1629	937	127
1630	938	127
1631	938	126
1632	939	125
1633	939	125
1634	941	124
1635	943	124
1636	944	124
1637	944	123
1638	945	122
1639	945	122
1640	946	121
1641	946	121
1642	947	120
1643	947	119
1644	948	119
1645	948	118
1646	949	118
1647	949	117
1648	950	117
1649	950	116
1650	951	115
1651	951	115
1652	952	114
1653	952	114
1654	953	113
1655	954	112
1656	954	112
1657	955	111
1658	955	111
1659	956	110
1660	956	110
1661	958	109
1662	958	108
1663	958	108
1664	959	107
1665	959	107
1666	960	106
1667	961	106
1668	961	105
1669	962	104
1670	963	104
1671	963	103
1672	964	103
1673	965	102
1674	965	102
1675	966	101
1676	967	100
1677	967	100
1678	968	99
1679	968	99
1680	969	98
1681	969	98
1682	970	97
1683	970	96
1684	971	96
1685	971	95
1686	972	95
1687	972	94
1688	973	93
1689	973	93
1690	974	92
1691	974	92
1692	975	91
1693	975	91
1694	976	90
1695	976	89
1696	977	89
1697	977	88
1698	978	88
1699	978	87
1700	979	86
1701	979	86
1702	980	85
1703	980	85
1704	981	84
1705	981	84
1706	982	83
1707	982	82
1708	983	82
1709	983	81
1710	984	81
1711	984	80
1712	985	79
1713	985	79
1714	986	78
1715	986	78
1716	987	77
1717	988	77
1718	988	76
1719	989	75
1720	989	75
1721	990	74
1722	990	74
1723	991	73
1724	991	73
1725	992	72
1726	993	71
1727	993	71
1728	994	70
1729	994	70
1730	995	69
1731	996	69
1732	996	68
1733	997	67
1734	997	67
1735	998	66
1736	998	66
1737	999	65
1738	999	64
1739	1000	64
1740	1001	63
1741	1001	63
1742	1002	62
1743	1002	62
1744	1003	61
1745	1003	60
1746	1004	60
1747	1005	59
1748	1005	59
1749	1006	58
1750	1006	58
1751	1007	57
1752	1007	56
1753	1008	56
1754	1008	55
1755	1009	55
1756	1010	54
1757	1010	54
1758	1011	53
1759	1011	52
1760	1012	52
1761	1012	51
1762	1013	51
1763	1013	50
1764	1014	50
1765	1015	49
1766	1015	48
1767	1016	48
1768	1016	47
1769	1017	47
1770	1017	46
1771	1018	45
1772	1018	45
1773	1019	44
1774	1019	44
1775	1020	43
1776	1020	43
1777	1021	42
1778	1021	41
1779	1022	41
1780	1023	40
1781	1023	40
1782	1024	39
1783	1024	39
1784	1025	38
1785	1025	37
1786	1027	37
1787	1027	36
1788	1028	36
1789	1028	35
1790	1029	35
1791	1029	34
1792	1030	33
1793	1030	33
1794	1031	32
1795	1031	32
1796	1032	31
1797	1032	31
1798	1033	30
1799	1034	29
1800	1034	29
1801	1035	28
1802	1035	28
1803	1036	27
1804	1037	27
1805	1037	26
1806	1038	25
1807	1038	25
1808	1039	24
1809	1039	24
1810	1040	23
1811	1040	22
1812	1041	22
1813	1041	21
1814	1042	21
1815	1042	20
1816	1043	20
1817	1044	19
1818	1044	18
1819	1045	18
1820	1045	17
1821	1046	17
1822	1046	16
1823	1047	16
1824	1047	15
1825	1048	14
1826	1048	14
1827	1049	13
1828	1050	13
1829	1050	12
1830	1051	12
1831	1052	11
1832	1053	10
1833	1053	10
1834	1054	9
1835	1054	9
1836	1055	8
1837	1055	8
1838	1056	7
1839	1056	6
1840	1057	6
1841	1057	5
1842	1058	5
1843	1058	4
1844	1060	4
1845	1060	3
1846	1061	2
1847	1061	2
1848	1062	1
1849	1062	1
1850	1063	0
1851	1063	0
