iter	RMSE
485	0.2013503607
486	0.2011698396
487	0.2009657583
488	0.2008043116
489	0.2006438079
490	0.2005977441
491	0.2005684695
492	0.200317281
493	0.2001830746
494	0.2000733398
495	0.2000450549
496	0.2000090174
497	0.1999806545
498	0.1999532556
499	0.1998118143
500	0.199692722
501	0.1995175634
502	0.1993352541
503	0.1993075432
504	0.19918742
505	0.1991486097
506	0.1990698183
507	0.198852746
508	0.1986975816
509	0.1985751706
510	0.1982646915
511	0.1981529561
512	0.1980758661
513	0.1979403416
514	0.1979124791
515	0.1977963388
516	0.1976842925
517	0.197658104
518	0.1975299543
519	0.1973623252
520	0.1973366119
521	0.1973115863
522	0.1972556019
523	0.1970564943
524	0.1969206084
525	0.1968956697
526	0.196699776
527	0.1966751746
528	0.1966508909
529	0.1964981577
530	0.1963191996
531	0.1961874674
532	0.1961475435
533	0.1959268814
534	0.195669983
535	0.1954770595
536	0.1952745786
537	0.1952437061
538	0.1950489191
539	0.1949567883
540	0.1946969086
541	0.1946763347
542	0.1945448122
543	0.1944366852
544	0.1942460817
545	0.1942214765
546	0.1941817117
547	0.1940679038
548	0.193926095
549	0.1938773941
550	0.1936746607
551	0.1935611315
552	0.1935373689
553	0.1934260096
554	0.1931399826
555	0.1929892385
556	0.1928252979
557	0.1927168337
558	0.1925131973
559	0.1923804853
560	0.1922683539
561	0.1920604878
562	0.19187412
563	0.1917470055
564	0.1917148664
565	0.1916040306
566	0.191400375
567	0.1912852777
568	0.1911083024
569	0.1909069312
570	0.1907842391
571	0.1907151872
572	0.1905820662
573	0.1904478418
574	0.1903861931
575	0.1901711776
576	0.1901444504
577	0.1899765841
578	0.1898281834
579	0.1896711682
580	0.1895912477
581	0.1894550734
582	0.1893759469
583	0.189226405
584	0.1891145082
585	0.188928368
586	0.188719804
587	0.1886364259
588	0.1884323297
589	0.1883300843
590	0.1883032816
591	0.1882511587
592	0.1882288547
593	0.1880913108
594	0.1880676655
595	0.1879793448
596	0.1878083454
597	0.1877960991
598	0.1876673343
599	0.1876254235
600	0.1874563068
601	0.1874011941
602	0.1871693118
603	0.187152525
604	0.1870492474
605	0.1869298091
606	0.1867503725
607	0.1865666159
608	0.1863949095
609	0.1862534962
610	0.1860499699
611	0.1859621736
612	0.1857674655
613	0.1856356166
614	0.1854847259
615	0.1854754561
616	0.1852334897
617	0.1850324155
618	0.1849138131
619	0.1849022712
620	0.1848090265
621	0.184789948
622	0.1846123684
623	0.1844423675
624	0.1843355262
625	0.1842237841
626	0.1841484277
627	0.1839778779
628	0.1838025471
629	0.1836035381
630	0.1835341522
631	0.1834243607
632	0.1833002148
633	0.1831359877
634	0.1830527525
635	0.1829448285
636	0.1828029538
637	0.182764426
638	0.1827277448
639	0.1826082487
640	0.1825686233
641	0.1823788285
642	0.1821327345
643	0.1820291532
644	0.1818813732
645	0.1818090161
646	0.1817249647
647	0.1815658337
648	0.1814379154
649	0.1812286746
650	0.1811132316
651	0.1810537637
652	0.1810359853
653	0.1810266085
654	0.1809222576
655	0.1808615395
656	0.1807804898
657	0.1805601528
658	0.1803601345
659	0.1803025262
660	0.180121916
661	0.1801025867
662	0.1799974483
663	0.1799284486
664	0.1798527025
665	0.1796418849
666	0.1795382658
667	0.1794026736
668	0.1792395655
669	0.1791164092
670	0.1789718898
671	0.1789616946
672	0.1789463768
673	0.1789381019
674	0.1788560015
675	0.1788486901
676	0.178720784
677	0.1785716474
678	0.178442306
679	0.1783524019
680	0.1783411412
681	0.1783309193
682	0.178320851
683	0.1782369001
684	0.1782268828
685	0.1782181063
686	0.1781913915
687	0.1780279269
688	0.1778465362
689	0.1777806821
690	0.1776809251
691	0.1776169285
692	0.1774649602
693	0.1772072279
694	0.1770210755
695	0.1768978357
696	0.1767969171
697	0.1766948172
698	0.1765554007
699	0.1763162626
700	0.1761096782
701	0.1760569509
702	0.1760445066
703	0.1760358667
704	0.176026618
705	0.1758711941
706	0.1758620652
707	0.1757586749
708	0.1756360089
709	0.1754516689
710	0.1754035264
711	0.1753951361
712	0.1752597356
713	0.1752349775
714	0.1751098808
715	0.1748829929
716	0.1747581505
717	0.1745419491
718	0.1745227846
719	0.1744084464
720	0.1742860298
721	0.1741185996
722	0.1739667185
723	0.1739219848
724	0.1737566581
725	0.1736766288
726	0.1736681103
727	0.1736152061
728	0.1734996298
729	0.1734912607
730	0.1734123322
731	0.1733913697
732	0.1732913426
733	0.1732829604
734	0.1732069701
735	0.1730635003
736	0.1729626534
737	0.1728705815
738	0.1726868208
739	0.1725576215
740	0.1723909491
741	0.1723829443
742	0.1722335753
743	0.1720710913
744	0.1720619277
745	0.171984662
746	0.1719762869
747	0.1719297749
748	0.1719229789
749	0.1718472676
750	0.1717200712
751	0.1716107294
752	0.1714540258
753	0.1713795353
754	0.1712770515
755	0.1712676878
756	0.1712610984
757	0.1712534852
758	0.1711341075
759	0.1711268101
760	0.1710841742
761	0.1709367217
762	0.1708009739
763	0.1707554902
764	0.170747765
765	0.1706476054
766	0.1705279243
767	0.1703042574
768	0.1701109555
769	0.170035416
770	0.1698298396
771	0.1696578704
772	0.1696434342
773	0.1696360965
774	0.1695266588
775	0.1694271642
776	0.1693719332
777	0.1693639247
778	0.1692093695
779	0.1691118066
780	0.1690201617
781	0.169006217
782	0.1689269063
783	0.1687547357
784	0.1685740297
785	0.1684694276
786	0.1683453264
787	0.168211017
788	0.1682035451
789	0.1681906101
790	0.1681792525
791	0.1680838836
792	0.16806526
793	0.1679805161
794	0.1678508175
795	0.1676792881
796	0.1676161963
797	0.1675485152
798	0.1674211045
799	0.167258066
800	0.167251583
801	0.1672005814
802	0.1671492679
803	0.1669846232
804	0.1668846869
805	0.1667508385
806	0.1667077224
807	0.166694887
808	0.1666837441
809	0.1666770784
810	0.166508927
811	0.1664806933
812	0.1663756504
813	0.1663692707
814	0.1661894928
815	0.1661523166
816	0.1660878138
817	0.1660815123
818	0.1659829698
819	0.1659772222
820	0.1658194896
821	0.1658075017
822	0.1658011858
823	0.1656066575
824	0.1656013765
825	0.1655805326
826	0.1655038959
827	0.1653802911
828	0.1652830223
829	0.1652067721
830	0.1651463078
831	0.1651408505
832	0.1650649516
833	0.1649405903
834	0.1648213049
835	0.1647176984
836	0.1645831373
837	0.164427441
838	0.1643520685
839	0.1642351397
840	0.1641195029
841	0.1640191672
842	0.1639236374
843	0.1637930251
844	0.1637735566
845	0.1636275476
846	0.1635128283
847	0.1634863241
848	0.1633367183
849	0.1632543669
850	0.1631953147
851	0.1631257314
852	0.1631202657
853	0.1630195213
854	0.163000024
855	0.162888444
856	0.1628827297
857	0.1628364821
858	0.1627420168
859	0.1627001062
860	0.1626782036
861	0.1626636174
862	0.1625177093
863	0.1624172986
864	0.1623640373
865	0.1622836868
866	0.162278505
867	0.1622150681
868	0.162087872
869	0.1620822541
870	0.1620600371
871	0.1620400479
872	0.1619004769
873	0.16186765
874	0.1617422595
875	0.1615980456
876	0.1615159672
877	0.1614418243
878	0.1613251023
879	0.1612005661
880	0.1611953368
881	0.1610795207
882	0.1609934019
883	0.1609879333
884	0.1608235825
885	0.1608045379
886	0.1606981582
887	0.1606769829
888	0.1606566337
889	0.1606089757
890	0.1604421111
891	0.160315166
892	0.1602994289
893	0.1602456445
894	0.1600885175
895	0.1600156336
896	0.1598615359
897	0.1597381425
898	0.1596482946
899	0.1595600524
900	0.1594727847
901	0.1594049664
902	0.1592954668
903	0.1591739673
904	0.1591694842
905	0.1591641998
906	0.1590234203
907	0.1589554044
908	0.1588153522
909	0.158811152
910	0.1587184742
911	0.158601496
912	0.1585742035
913	0.1585508882
914	0.1584437744
915	0.1583680606
916	0.1583432741
917	0.1583193031
918	0.1582690245
919	0.15817148
920	0.1580200985
921	0.1579065179
922	0.1578664477
923	0.157738545
924	0.1577064075
925	0.1575281646
926	0.1574695357
927	0.1573355206
928	0.1571494716
929	0.157019059
930	0.1569672089
931	0.1569355441
932	0.1568064112
933	0.1566501151
934	0.1565281727
935	0.1564559747
936	0.1563133418
937	0.1561854669
938	0.1561344995
939	0.1560947071
940	0.1560159014
941	0.1558677577
942	0.1557751718
943	0.1557696379
944	0.1555895541
945	0.155562575
946	0.1553939213
947	0.1553886227
948	0.1552952761
949	0.1552088226
950	0.1550983943
951	0.1550228971
952	0.1548426271
953	0.1548384054
954	0.1546884383
955	0.1546563014
956	0.154544765
957	0.1544209561
958	0.1543401535
959	0.1542780162
960	0.1542740281
961	0.1542383626
962	0.1541253865
963	0.1540773129
964	0.153979544
965	0.1538581321
966	0.1536828292
967	0.1536346697
968	0.1536088896
969	0.1535261271
970	0.1534150743
971	0.1533079064
972	0.1531730347
973	0.1530000271
974	0.1529557293
975	0.1528693989
976	0.1527789814
977	0.1526829
978	0.1525360317
979	0.1523945968
980	0.1523326394
981	0.1523282437
982	0.1523240335
983	0.1523198884
984	0.1521978138
985	0.152176382
986	0.1520495551
987	0.1519603733
988	0.1519566902
989	0.1519020998
990	0.1518984076
991	0.1518942056
992	0.1518025126
993	0.151767504
994	0.1517384711
995	0.1515870922
996	0.1514197215
997	0.1513353846
998	0.1513313201
999	0.1512857234
1000	0.1512824468
1001	0.1511701697
1002	0.1510163513
1003	0.150995089
1004	0.1509578825
1005	0.1509407129
1006	0.1508939918
1007	0.1508176306
1008	0.1507207702
1009	0.15071028
1010	0.1506509941
1011	0.1504484577
1012	0.1503660023
1013	0.1502268464
1014	0.150211059
1015	0.1501421769
1016	0.1500781807
1017	0.1499670404
1018	0.1499171635
1019	0.1498579765
1020	0.1497540501
1021	0.1497143085
1022	0.1496923456
1023	0.1495751016
1024	0.1494675556
1025	0.1493977736
1026	0.1492310898
1027	0.1491420419
1028	0.1491384236
1029	0.1491022439
1030	0.148969241
1031	0.1488403711
1032	0.1487045569
1033	0.1486075728
1034	0.1485589787
1035	0.1484886901
1036	0.1483980382
1037	0.1483774696
1038	0.1483663636
1039	0.1482353505
1040	0.1481416079
1041	0.1480692267
1042	0.1479649588
1043	0.1478143887
1044	0.147711731
1045	0.1476965785
1046	0.14754992
1047	0.147482412
1048	0.1474038716
1049	0.1473540627
1050	0.147264046
1051	0.1472093856
1052	0.1470861409
1053	0.1470544175
1054	0.1468667438
1055	0.1468637326
1056	0.1468598062
1057	0.1467654862
1058	0.1466445758
1059	0.1466416604
1060	0.1465208218
1061	0.1465176682
1062	0.1465127606
1063	0.1463911831
1064	0.1462680673
1065	0.1462650064
1066	0.1461530363
1067	0.1460286607
1068	0.145937755
1069	0.1458229949
1070	0.1457406762
1071	0.1456792095
1072	0.145638678
1073	0.1454833726
1074	0.1454178199
1075	0.1454086994
1076	0.1453024994
1077	0.1452830818
1078	0.1451839819
1079	0.145058165
1080	0.14503088
1081	0.1449636427
1082	0.1449114243
1083	0.1447996928
1084	0.1446875495
1085	0.1446289571
1086	0.1445139026
1087	0.1444579511
1088	0.1444417259
1089	0.1443569295
1090	0.1443368397
1091	0.1443107646
1092	0.144273241
1093	0.1441602147
1094	0.1440929015
1095	0.1440173782
1096	0.1439568667
1097	0.1438422666
1098	0.1438225021
1099	0.1436476829
1100	0.1435532233
1101	0.143436323
1102	0.1434261428
1103	0.1433547876
1104	0.143249478
1105	0.1431631121
1106	0.1431261293
1107	0.1430711009
1108	0.1430681156
1109	0.1429444527
1110	0.1428547035
1111	0.1427969855
1112	0.1427773823
1113	0.1426499761
1114	0.1426010267
1115	0.1424866779
1116	0.1423427913
1117	0.1421954539
1118	0.1420138857
1119	0.1419013526
1120	0.1418324037
1121	0.1417743172
1122	0.1417500971
1123	0.1417209796
1124	0.1416992832
1125	0.1416204608
1126	0.1416014797
1127	0.1415095587
1128	0.1414521219
1129	0.1413505496
1130	0.1412821174
1131	0.1412258535
1132	0.1411611376
1133	0.1410681728
1134	0.1409419815
1135	0.1409227997
1136	0.1407721166
1137	0.1407464757
1138	0.1406845051
1139	0.1406641541
1140	0.1405987274
1141	0.1405212655
1142	0.1404374106
1143	0.1403303084
1144	0.1402264707
1145	0.1401975664
1146	0.1401647431
1147	0.1400907367
1148	0.1400395548
1149	0.1400118468
1150	0.1400025231
1151	0.1399563972
1152	0.1399383531
1153	0.1398315676
1154	0.1398008927
1155	0.1397144983
1156	0.1396321855
1157	0.1396121816
1158	0.139509068
1159	0.1394329218
1160	0.1393805306
1161	0.139244304
1162	0.1391415203
1163	0.1390751562
1164	0.1389052273
1165	0.1388147689
1166	0.1387381401
1167	0.1386327047
1168	0.1385380202
1169	0.1384347145
1170	0.1383553977
1171	0.1383369249
1172	0.1382381165
1173	0.1382353951
1174	0.1382239764
1175	0.1381536774
1176	0.1379969914
1177	0.1379697989
1178	0.1379523765
1179	0.1377899365
1180	0.1377618129
1181	0.137657078
1182	0.137601069
1183	0.1375476531
1184	0.1375384271
1185	0.1374639096
1186	0.1374298715
1187	0.1374126713
1188	0.1373950403
1189	0.1373449282
1190	0.1373002552
1191	0.1372480764
1192	0.1372179029
1193	0.1371212047
1194	0.1371130792
1195	0.1370378891
1196	0.1369369504
1197	0.1369184157
1198	0.1367794162
1199	0.1366982442
1200	0.1366815741
1201	0.1366068794
1202	0.1365191321
1203	0.1363762239
1204	0.1363604957
1205	0.1362755195
1206	0.13621124
1207	0.1360828237
1208	0.1360601493
1209	0.135975109
1210	0.1358765971
1211	0.135797193
1212	0.1357351187
1213	0.135644876
1214	0.1356290262
1215	0.1356241141
1216	0.1356192314
1217	0.1354675676
1218	0.1354050014
1219	0.1352870041
1220	0.1352809197
1221	0.1351992663
1222	0.1350879683
1223	0.1349820115
1224	0.1349064204
1225	0.134873456
1226	0.1347693605
1227	0.1347037573
1228	0.1346480423
1229	0.1345305677
1230	0.1344304182
1231	0.1344264288
1232	0.1343786133
1233	0.1342504731
1234	0.1342452394
1235	0.1342252749
1236	0.1340888217
1237	0.1339626114
1238	0.1338531425
1239	0.1337362823
1240	0.1337113246
1241	0.1336274836
1242	0.1335411432
1243	0.1335346918
1244	0.1335120054
1245	0.1334745686
1246	0.1334491263
1247	0.1334037242
1248	0.1332842396
1249	0.1332389917
1250	0.1332116792
1251	0.133165387
1252	0.1331043679
1253	0.1330160883
1254	0.1329636671
1255	0.1329013715
1256	0.1328337166
1257	0.1327966801
1258	0.1327468203
1259	0.1327020917
1260	0.132691372
1261	0.1326556873
1262	0.13254464
1263	0.1324815838
1264	0.1324664723
1265	0.1323631499
1266	0.1322641231
1267	0.1321624248
1268	0.1320916034
1269	0.1320377893
1270	0.1320285969
1271	0.1320132066
1272	0.1319954037
1273	0.1319724999
1274	0.131881933
1275	0.1317757902
1276	0.1317016588
1277	0.1316760293
1278	0.1315864251
1279	0.1315144277
1280	0.1315021544
1281	0.1313785574
1282	0.1313714472
1283	0.131369409
1284	0.1313624307
1285	0.1313235869
1286	0.1312344218
1287	0.1311826295
1288	0.1311094084
1289	0.1310589394
1290	0.1310558777
1291	0.1309504787
1292	0.1309468607
1293	0.1309009547
1294	0.1308472349
1295	0.1306865462
1296	0.1305539488
1297	0.1305387993
1298	0.1304739998
1299	0.1303845725
1300	0.1302510601
1301	0.1302068173
1302	0.1301574026
1303	0.1301395723
1304	0.1300906824
1305	0.1300215166
1306	0.1299674034
1307	0.12993495
1308	0.1298172827
1309	0.1297357991
1310	0.1296732605
1311	0.1296401136
1312	0.1295616157
1313	0.1294593447
1314	0.1294323741
1315	0.1293258484
1316	0.1293219939
1317	0.1292467193
1318	0.1292329145
1319	0.1292206315
1320	0.1291714026
1321	0.1291314862
1322	0.1291219833
1323	0.1291113059
1324	0.1290972162
1325	0.1290777794
1326	0.129023341
1327	0.1289522315
1328	0.1288322913
1329	0.1287671573
1330	0.1286760996
1331	0.1285588688
1332	0.1284188467
1333	0.1283096824
1334	0.1283036481
1335	0.1282775863
1336	0.1282457736
1337	0.1281579248
1338	0.1280855723
1339	0.127996769
1340	0.1279458637
1341	0.1279001248
1342	0.1278140238
1343	0.1277243198
1344	0.1277102064
1345	0.1276203003
1346	0.1275404452
1347	0.1275021852
1348	0.1274729986
1349	0.1273262545
1350	0.1272408363
1351	0.1271555466
1352	0.1270506055
1353	0.1269998818
1354	0.1269284566
1355	0.1268961566
1356	0.1267775844
1357	0.1267361932
1358	0.1267017268
1359	0.1266739623
1360	0.126554351
1361	0.1265381868
1362	0.126429418
1363	0.1264155698
1364	0.1263742117
1365	0.1262632109
1366	0.126178091
1367	0.1260904673
1368	0.1259989219
1369	0.1259120167
1370	0.1258371479
1371	0.1257274246
1372	0.1257236147
1373	0.1256655502
1374	0.125585374
1375	0.1255284988
1376	0.1254937506
1377	0.1254241434
1378	0.1254081406
1379	0.1253337293
1380	0.1252749
1381	0.1252717637
1382	0.1252177067
1383	0.1251322501
1384	0.125039672
1385	0.1250207728
1386	0.1249774935
1387	0.1248749935
1388	0.1247603132
1389	0.1247477324
1390	0.1247151411
1391	0.1246790145
1392	0.1246224299
1393	0.1245480416
1394	0.1245372457
1395	0.1244740407
1396	0.1244270357
1397	0.1242889236
1398	0.1242787271
1399	0.1241566821
1400	0.1241410933
1401	0.1241278201
1402	0.1240630727
1403	0.1240304006
1404	0.1239417841
1405	0.1238540962
1406	0.1238109637
1407	0.1237503813
1408	0.1237191174
1409	0.1236129505
1410	0.1235409271
1411	0.1234409678
1412	0.1233645154
1413	0.1232536366
1414	0.1231287561
1415	0.1230726837
1416	0.1229680097
1417	0.1229554643
1418	0.1229211427
1419	0.1228641171
1420	0.1228500159
1421	0.1227197805
1422	0.1226856059
1423	0.1226711036
1424	0.1226600821
1425	0.1225831823
1426	0.1225106659
1427	0.1224567433
1428	0.1224469519
1429	0.122343138
1430	0.1222097148
1431	0.1221595148
1432	0.1221496806
1433	0.1221062539
1434	0.1220481548
1435	0.122046271
1436	0.1219665977
1437	0.1219388749
1438	0.1218461992
1439	0.121799323
1440	0.1217454369
1441	0.1217295878
1442	0.121715193
1443	0.1216256365
1444	0.1215477861
1445	0.1214816591
1446	0.1214599596
1447	0.1213746722
1448	0.1212871201
1449	0.121278466
1450	0.1212333338
1451	0.1212241502
1452	0.1210942178
1453	0.1210019057
1454	0.1209149523
1455	0.1208185064
1456	0.1207608103
1457	0.1206940496
1458	0.120608296
1459	0.120497054
1460	0.1204408694
1461	0.1204108635
1462	0.1203238238
1463	0.1203099238
1464	0.120246766
1465	0.1201666313
1466	0.1201646729
1467	0.1201179464
1468	0.1200466491
1469	0.120033179
1470	0.1199406171
1471	0.119825256
1472	0.1198066979
1473	0.1197910238
1474	0.1197159122
1475	0.1196539931
1476	0.1195936706
1477	0.1195494747
1478	0.1195389069
1479	0.1194635593
1480	0.1193838933
1481	0.1193774092
1482	0.1193331361
1483	0.1193200715
1484	0.1191987874
1485	0.1191255026
1486	0.1190251506
1487	0.1189135978
1488	0.1188283852
1489	0.1187291603
1490	0.1186408869
1491	0.118593435
1492	0.1185238682
1493	0.1184164615
1494	0.1183358483
1495	0.1182911516
1496	0.118210289
1497	0.1180911563
1498	0.1180104141
1499	0.1179357482
1500	0.1178830429
1501	0.1178155731
1502	0.1178032566
1503	0.1177183391
1504	0.1176074941
1505	0.1176043397
1506	0.1175414358
1507	0.1174877196
1508	0.1174161894
1509	0.1173001573
1510	0.117219447
1511	0.1171072701
